#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
244467	675	7157	107142	113010	RP11-298P3.4	-	BRCA2	TP53	BRCC2|BROVCA2|FACD|FAD|FAD1|FANCD|FANCD1|GLM3|PNCA2|XRCC11	BCC7|LFS1|P53|TRP53	Affinity Capture-MS	physical	Dong Y (2003)	PUBMED:14636569	9606	9606	Low Throughput	-	-	Increased association with p53 following DNA damage	-	BIOGRID	P51587	-	NP_000050	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
244468	675	7157	107142	113010	RP11-298P3.4	-	BRCA2	TP53	BRCC2|BROVCA2|FACD|FAD|FAD1|FANCD|FANCD1|GLM3|PNCA2|XRCC11	BCC7|LFS1|P53|TRP53	Co-purification	physical	Dong Y (2003)	PUBMED:14636569	9606	9606	Low Throughput	-	-	Increased association with p53 following DNA damage	-	BIOGRID	P51587	-	NP_000050	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
244469	9577	7157	114946	113010	-	-	BRE	TP53	BRCC4|BRCC45	BCC7|LFS1|P53|TRP53	Affinity Capture-MS	physical	Dong Y (2003)	PUBMED:14636569	9606	9606	Low Throughput	-	-	Increased association with p53 following DNA damage	-	BIOGRID	Q9NXR7	-	NP_954663|NP_001248769|NP_001316043|NP_001316044|NP_954664|NP_004890|NP_954662|NP_001316041|NP_001316042|NP_954661	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
244470	9577	7157	114946	113010	-	-	BRE	TP53	BRCC4|BRCC45	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	Dong Y (2003)	PUBMED:14636569	9606	9606	Low Throughput	-	-	Increased association with p53 following DNA damage	-	BIOGRID	Q9NXR7	-	NP_954663|NP_001248769|NP_001316043|NP_001316044|NP_954664|NP_004890|NP_954662|NP_001316041|NP_001316042|NP_954661	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
244471	9577	7157	114946	113010	-	-	BRE	TP53	BRCC4|BRCC45	BCC7|LFS1|P53|TRP53	Co-purification	physical	Dong Y (2003)	PUBMED:14636569	9606	9606	Low Throughput	-	-	Increased association with p53 following DNA damage	-	BIOGRID	Q9NXR7	-	NP_954663|NP_001248769|NP_001316043|NP_001316044|NP_954664|NP_004890|NP_954662|NP_001316041|NP_001316042|NP_954661	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
244472	79184	7157	122599	113010	RP11-143H17.2	-	BRCC3	TP53	BRCC36|C6.1A|CXorf53	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	Dong Y (2003)	PUBMED:14636569	9606	9606	Low Throughput	-	-	Increased association with p53 following DNA damage	-	BIOGRID	P46736	-	NP_001229569|NP_001018065|NP_077308	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
244473	79184	7157	122599	113010	RP11-143H17.2	-	BRCC3	TP53	BRCC36|C6.1A|CXorf53	BCC7|LFS1|P53|TRP53	Affinity Capture-MS	physical	Dong Y (2003)	PUBMED:14636569	9606	9606	Low Throughput	-	-	Increased association with p53 following DNA damage	-	BIOGRID	P46736	-	NP_001229569|NP_001018065|NP_077308	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
244541	641	7157	107110	113010	-	-	BLM	TP53	BS|RECQ2|RECQL2|RECQL3	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	Garkavtsev IV (2001)	PUBMED:11781842	9606	9606	Low Throughput	-	-	Interaction sites are mapped to 237-272 aa residues of BML and 285-340 aa of p53. Ectopic expression of the fragment of wild type BML containing p53-interactive domain suppresses p53-mediated transcription and interferes with p53-mediated growth inhibitio	-	BIOGRID	P54132	B7ZKN7|H0YNU5	NP_001274177|NP_000048|NP_001274176|NP_001274175	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
244542	641	7157	107110	113010	-	-	BLM	TP53	BS|RECQ2|RECQL2|RECQL3	BCC7|LFS1|P53|TRP53	Two-hybrid	physical	Garkavtsev IV (2001)	PUBMED:11781842	9606	9606	Low Throughput	-	-	Interaction sites are mapped to 237-272 aa residues of BML and 285-340 aa of p53. Ectopic expression of the fragment of wild type BML containing p53-interactive domain suppresses p53-mediated transcription and interferes with p53-mediated growth inhibitio	-	BIOGRID	P54132	B7ZKN7|H0YNU5	NP_001274177|NP_000048|NP_001274176|NP_001274175	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
244558	7157	7158	113010	113011	-	-	TP53	TP53BP1	BCC7|LFS1|P53|TRP53	53BP1|p202	Reconstituted Complex	physical	Ekblad CM (2004)	PUBMED:14978302	9606	9606	Low Throughput	-	-	Interacts with p53 with a K(d) in the low micromolar range	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q12888	-	NP_005648|NP_001135452|NP_001135451	-	-	-	-	-	-	Homo sapiens	Homo sapiens
244573	4193	7157	110358	113010	-	-	MDM2	TP53	ACTFS|HDMX|hdm2	BCC7|LFS1|P53|TRP53	Biochemical Activity	physical	Li M (2003)	PUBMED:14671306	9606	9606	Low Throughput	-	Ubiquitination	Low levels of Mdm2 activity induce monoubiquitination and nuclear export of p53, whereas high levels promote p53's polyubiquitination and nuclear degradation	-	BIOGRID	Q00987	A7UKX8|Q96DS0|A7UKX9|A7UKX7|G3XA89	NP_001354919|NP_001265391|NP_002383|NP_001138811|NP_001138812|NP_001138809	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
244645	472	7157	106962	113010	-	-	ATM	TP53	AT1|ATA|ATC|ATD|ATDC|ATE|TEL1|TELO1	BCC7|LFS1|P53|TRP53	Phenotypic Enhancement	genetic	Westphal CH (1997)	PUBMED:9135004	9606	9606	Low Throughput	-	-	Mouse embryonic fibroblasts (MEFs) homozygously deficient for both atm and p53 were used;proliferate rapidly and fail to exhibit the premature growth arrest seen with atm-null MEFs. MEFs null for both atm and p53 do not express any p21(cipl/wafl);homozygo	-	BIOGRID	Q13315	A0A024R3C7	NP_001338763|NP_000042	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
244716	7157	7157	113010	113010	-	-	TP53	TP53	BCC7|LFS1|P53|TRP53	BCC7|LFS1|P53|TRP53	Reconstituted Complex	physical	Sun XZ (2003)	PUBMED:14580323	9606	9606	Low Throughput	-	-	Oxidation increases the percentage of p53 monomers and high-molecular-weight oligomers (>1,000 kDa) relative to tetrameric p53	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
244728	672	7157	107140	113010	-	-	BRCA1	TP53	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	BCC7|LFS1|P53|TRP53	Reconstituted Complex	physical	Chai YL (1999)	PUBMED:9926942	9606	9606	Low Throughput	-	-	p53 interaction domain of BRCA1a/1b maps, in vitro, to the second BRCT domain (aa 1760-1863). The BRCT domain binds to the central domain of p53 which is required for sequence specific DNA binding	-	BIOGRID	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
244729	672	7157	107140	113010	-	-	BRCA1	TP53	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	Chai YL (1999)	PUBMED:9926942	9606	9606	Low Throughput	-	-	p53 interaction domain of BRCA1a/1b maps, in vitro, to the second BRCT domain (aa 1760-1863). The BRCT domain binds to the central domain of p53 which is required for sequence specific DNA binding	-	BIOGRID	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
244730	7157	6117	113010	112037	-	-	TP53	RPA1	BCC7|LFS1|P53|TRP53	HSSB|MST075|REPA1|RF-A|RP-A|RPA70	Reconstituted Complex	physical	Romanova LY (2004)	PUBMED:15489903	9606	9606	Low Throughput	-	-	p53 mutations that specifically disrupt the RPA-binding domain, while not compromising p53 transactivation function (D48H/D49H and W53S/F54S), did not affect HR	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	P27694	-	NP_002936|NP_001342049|NP_001342050	-	-	-	-	-	-	Homo sapiens	Homo sapiens
244796	1111	7157	107536	113010	-	-	CHEK1	TP53	CHK1	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	Tian H (2002)	PUBMED:11896572	9606	9606	Low Throughput	-	-	Radiation-induced phosphorylation of Chk1 at S345 was associated with binding of Chk1 to p53, p21, and 14-3-3 sigma, and that UCN-01 inhibited S345 phosphorylation	-	BIOGRID	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
244994	7157	1111	113010	107536	-	-	TP53	CHEK1	BCC7|LFS1|P53|TRP53	CHK1	Co-localization	physical	Sengupta S (2004)	PUBMED:15364958	9606	9606	Low Throughput	-	-	The active Chk1 kinase was essential for both the accurate focal colocalization of 53BP1 with BLM and the consequent stabilization of BLM	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	-	-	-	-	-	-	Homo sapiens	Homo sapiens
245017	672	7157	107140	113010	-	-	BRCA1	TP53	BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53	BCC7|LFS1|P53|TRP53	Reconstituted Complex	physical	Zhang H (1998)	PUBMED:9582019	9606	9606	Low Throughput	-	-	The interacting regions map, in vitro, to aa 224-500 of BRCA1 and the C-terminal domain (aa 300-393) of p53. Tumor-derived transactivation-deficient BRCA1 mutants are defective in co-activation of p53-dependent transcription and a truncation mutant of BRC	-	BIOGRID	P38398	E9PFZ0|A0A024R1V0	NP_009229|NP_009228|NP_009230|NP_009231|NP_009225	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
245022	7158	7157	113011	113010	-	-	TP53BP1	TP53	53BP1|p202	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	Lo KW (2005)	PUBMED:15611139	9606	9606	Low Throughput	-	-	The LC8-binding domain was mapped to a short peptide segment immediately N-terminal to the kinetochore localization region of 53BP1 (amino acid residues 11131177 of 53BP1). The LC8-binding domain is completely separated from the p53 binding domain in 53B	-	BIOGRID	Q12888	-	NP_005648|NP_001135452|NP_001135451	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
245026	4193	7157	110358	113010	-	-	MDM2	TP53	ACTFS|HDMX|hdm2	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	Latonen L (2001)	PUBMED:11709713	9606	9606	Low Throughput	-	-	The levels of HDM2, a negative regulator of p53, increased only by the low dose of UVC and p53-HDM2 association was promoted. In the absence of HDM2-induction after the high dose of UV-radiation p53-HDM2-interaction was promoted, but HDM2 failed to downre	-	BIOGRID	Q00987	A7UKX8|Q96DS0|A7UKX9|A7UKX7|G3XA89	NP_001354919|NP_001265391|NP_002383|NP_001138811|NP_001138812|NP_001138809	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
245080	367	7157	106862	113010	RP11-383C12.1	-	AR	TP53	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	BCC7|LFS1|P53|TRP53	Phenotypic Suppression	genetic	Shenk JL (2001)	PUBMED:11504717	9606	9606	Low Throughput	-	-	transcrptional assay	-	BIOGRID	P10275	F1D8N5	NP_001011645|NP_000035	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
245094	7157	7158	113010	113011	-	-	TP53	TP53BP1	BCC7|LFS1|P53|TRP53	53BP1|p202	Co-crystal Structure	physical	Joo WS (2002)	PUBMED:11877378	9606	9606	Low Throughput	-	-	Two BRCT repeats are arranged tandemly and pack extensively through an interface that also involves the inter-repeat linker. The first BRCT repeat and the linker together bind p53 on a region that overlaps with the DNA-binding surface of p53 and involves	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q12888	-	NP_005648|NP_001135452|NP_001135451	-	-	-	-	-	-	Homo sapiens	Homo sapiens
245149	472	7157	106962	113010	-	-	ATM	TP53	AT1|ATA|ATC|ATD|ATDC|ATE|TEL1|TELO1	BCC7|LFS1|P53|TRP53	Protein-peptide	physical	Kim ST (1999)	PUBMED:10608806	9606	9606	Low Throughput	-	-	in vitro kinase assay using GST-peptide substrates	-	BIOGRID	Q13315	A0A024R3C7	NP_001338763|NP_000042	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
245150	545	7157	107027	113010	-	-	ATR	TP53	FCTCS|FRP1|MEC1|SCKL|SCKL1	BCC7|LFS1|P53|TRP53	Protein-peptide	physical	Kim ST (1999)	PUBMED:10608806	9606	9606	Low Throughput	-	-	in vitro kinase assay using GST-peptide substrates	-	BIOGRID	Q13535	-	NP_001175	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
245151	5591	7157	111577	113010	-	-	PRKDC	TP53	DNA-PKcs|DNAPK|DNPK1|HYRC|HYRC1|IMD26|XRCC7|p350	BCC7|LFS1|P53|TRP53	Protein-peptide	physical	Kim ST (1999)	PUBMED:10608806	9606	9606	Low Throughput	-	-	in vitro kinase assay using GST-peptide substrates	-	BIOGRID	P78527	-	NP_001075109|NP_008835	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
245161	6285	7157	112193	113010	-	-	S100B	TP53	NEF|S100|S100-B|S100beta	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	Lin J (2004)	PUBMED:15178678	9606	9606	Low Throughput	-	-	When p53 levels increase, it contributes to its own demise by up-regulating the transcription of S100B as part of a negative feedback loop	-	BIOGRID	P04271	-	NP_006263	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
245234	7157	2810	113010	109072	-	-	TP53	SFN	BCC7|LFS1|P53|TRP53	YWHAS	Affinity Capture-Western	physical	Tian H (2002)	PUBMED:11896572	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	P31947	-	NP_006133	-	-	-	-	-	-	Homo sapiens	Homo sapiens
245235	7157	7158	113010	113011	-	-	TP53	TP53BP1	BCC7|LFS1|P53|TRP53	53BP1|p202	Co-crystal Structure	physical	Derbyshire DJ (2002)	PUBMED:12351827	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q12888	-	NP_005648|NP_001135452|NP_001135451	-	-	-	-	-	-	Homo sapiens	Homo sapiens
245256	7157	7020	113010	112878	-	RP1-290I10.1	TP53	TFAP2A	BCC7|LFS1|P53|TRP53	AP-2|AP-2alpha|AP2TF|BOFS|TFAP2	Reconstituted Complex	physical	McPherson LA (2002)	PUBMED:12226108	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	P05549	-	NP_001358995|NP_001035890|NP_003211|NP_001027451	-	-	-	-	-	-	Homo sapiens	Homo sapiens
245257	7157	7022	113010	112880	-	RP4-539E24.1	TP53	TFAP2C	BCC7|LFS1|P53|TRP53	AP2-GAMMA|ERF1|TFAP2G|hAP-2g	Reconstituted Complex	physical	McPherson LA (2002)	PUBMED:12226108	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q92754	-	NP_003213	-	-	-	-	-	-	Homo sapiens	Homo sapiens
245444	7157	1026	113010	107460	-	-	TP53	CDKN1A	BCC7|LFS1|P53|TRP53	CAP20|CDKN1|CIP1|MDA-6|P21|SDI1|WAF1|p21CIP1	Affinity Capture-Western	physical	Tian H (2002)	PUBMED:11896572	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	P38936	A0A024RCX5	NP_001361441|NP_000380|NP_001361440|NP_001361442|NP_001361439|NP_001361438|NP_001278478|NP_510867|NP_001207706|NP_001207707	-	-	-	-	-	-	Homo sapiens	Homo sapiens
245446	7157	1111	113010	107536	-	-	TP53	CHEK1	BCC7|LFS1|P53|TRP53	CHK1	Affinity Capture-Western	physical	Tian H (2002)	PUBMED:11896572	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	O14757	B4DT73	NP_001231775|NP_001107593|NP_001317357|NP_001317356|NP_001107594|NP_001265	-	-	-	-	-	-	Homo sapiens	Homo sapiens
